"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE990855716976";"PVA Falkenwalde 8,3";"In Betrieb";"Solare Strahlungsenergie";"8299,96";"5729";"10/30/2020";"10/30/2020";"Brandenburg";"17291";"Uckerfelde";"";"";"Falkenwalde";"Flur 5: 21.";"12073578";"53,265833";"13,995918";"24776";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/20/2022";"";"";"TEP Merkur GmbH & Co. KG";"ABR901672547131";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL979222371086";"EEG912986883204";"E4186001S000000000000122362200001";"10/30/2020";"8299,96";"SOL18-3/076,";"";"";"";""
"SEE911325082612";"PVA Karstädt 8,5";"In Betrieb";"Solare Strahlungsenergie";"8481,25";"7700";"4/30/2020";"4/30/2020";"Brandenburg";"19357";"Karstädt";"";"";"Karstädt,Postlin";"Karstädt Flur 5:243,248,253, Karstädt: Flur 9:134,136,141; Postlin Flur 5:181/1";"12070173";"53,153267";"11,738516";"28750";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"6/8/2022";"";"";"TEP Merkur GmbH & Co. KG";"ABR901672547131";"Volleinspeisung";"";"WEMAG Netz GmbH (SNB928759560869)";"SNB928759560869";"Geprüft";"Mittelspannung";"SEL967573815670";"EEG909979210796";"E43007010000000000000240611100003";"4/30/2020";"8481,25";"SOL18-3/075,";"";"";"";""
"SEE993729433641";"Britz";"In Betrieb";"Solare Strahlungsenergie";"8220,24";"6990";"2/27/2013";"7/24/2019";"Brandenburg";"16230";"Britz";"Zum Hasenpfuhl";"";"";"";"12060036";"52,886667";"13,82241";"33552";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/1/2021";"";"";"Athos Solar 2 Verwaltungs UG (haftungsbeschränkt)";"ABR959673306707";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL960368636818";"EEG996138524375";"";"2/27/2013";"8220,24";"";"";"";"";""
"SEE997333874371";"PV Görike BA I 750kWp";"In Betrieb";"Solare Strahlungsenergie";"749,925";"700";"7/28/2019";"8/7/2019";"Brandenburg";"16866";"Gumtow";"";"";"Görike";"Flur 03 / Flurstück 16/17/18";"12070149";"52,944572";"12,209246";"2727";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/29/2021";"";"";"PV Gumtow GmbH & Co. KG";"ABR908788941433";"Volleinspeisung";"SGE962286485158";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL987890375411";"EEG968333775135";"";"7/28/2019";"749,925";"";"";"";"";""
"SEE968639614770";"Photovoltaikkraftwerk Queis";"In Betrieb";"Solare Strahlungsenergie";"3988";"3520";"10/14/2011";"7/25/2019";"Sachsen-Anhalt";"06188";"Landsberg";"Uralita-Straße";"900";"";"";"15088195";"51,486856";"12,099275";"49850";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"12/8/2020";"";"";"Photovoltaikkraftwerk Queis GmbH & Co. KG";"ABR967265739567";"Volleinspeisung";"SGE975044339730";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL906403581729";"EEG977304995328";"E41081010000000000000000000164146";"10/14/2011";"3988";"";"";"";"";""
"SEE928537060444";"PVA Hagenwerder";"In Betrieb";"Solare Strahlungsenergie";"1840,32";"1766";"9/28/2012";"7/25/2019";"Sachsen";"02827";"Görlitz";"";"";"Hagenwerder";"Flur 6, Flurstück 473/79";"14626110";"51,057046";"14,945756";"7668";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/28/2021";"";"";"PVA Hagenwerder GmbH";"ABR935994136988";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL925105986113";"EEG927612485233";"E41874010000000000314102144900001";"9/28/2012";"1840,32";"";"";"";"";""
"SEE988435352508";"Freifläche 260,42 KWp Magdeburg";"In Betrieb";"Solare Strahlungsenergie";"260,42";"260";"7/25/2019";"7/25/2019";"Sachsen-Anhalt";"39126";"Magdeburg";"August-Bebel-Damm";"17";"";"";"15003000";"52,190992";"11,666436";"840";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"5/19/2022";"";"";"valuteo GmbH";"ABR996540575958";"Volleinspeisung";"";"Netze Magdeburg GmbH (SNB933459598975)";"SNB933459598975";"Geprüft";"Mittelspannung";"SEL925386500084";"EEG981793799411";"E47046000000000005135024540800000";"7/25/2019";"260,42";"";"";"";"";""
"SEE942321586514";"PV Anlage";"In Betrieb";"Solare Strahlungsenergie";"9,76";"9,76";"7/26/2019";"7/26/2019";"Sachsen";"08304";"Schönheide";"";"";"";"";"14521540";"";"";"32";"Süd-West";"";"";"";"";"";"";"";"";"Freifläche";"4/29/2022";"";"";"natürliche Person (ABR944746695123)";"ABR944746695123";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL960235039766";"EEG955260311444";"E41081010000000000000000000293131";"7/26/2019";"9,76";"";"";"";"";""
"SEE907894254772";"Grossraeschen 1 PPH";"In Betrieb";"Solare Strahlungsenergie";"731,12";"729,6";"12/24/2012";"7/28/2019";"Brandenburg";"01983";"Großräschen";"Fritz-Reuter-Straße";"900 z";"";"";"12066112";"51,3444";"14,0122";"3952";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"12/1/2021";"";"";"PPH Solar GmbH & Co.KG";"ABR968115821005";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL900807700267";"EEG941876993334";"E41081010000000000000000000199544";"12/24/2012";"731,12";"";"";"";"";""
"SEE993192789573";"Industriestr";"In Betrieb";"Solare Strahlungsenergie";"995,52";"824";"7/30/2014";"12/19/2019";"Sachsen-Anhalt";"39218";"Schönebeck";"";"";"Schönebeck";"Flur 5, Flurstück 10140";"15089042";"52,011312";"11,761268";"3904";"Ost";"";"";"";"";"";"";"";"";"Freifläche";"2/3/2020";"";"";"Schlüter Print Pharma Packaging GmbH";"ABR972255750125";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Stadtwerke Schönebeck GmbH - SWS - (SNB936461984224)";"SNB936461984224";"Geprüft";"Mittelspannung";"SEL907271047522";"EEG900928033701";"E4121401So91100000515044379500001";"7/30/2014";"995,52";"";"";"";"";""
"SEE954420269229";"Freifläche / Weideland";"In Betrieb";"Solare Strahlungsenergie";"3";"3";"7/29/2019";"7/30/2019";"Sachsen";"04643";"Geithain";"";"";"";"";"14729150";"";"";"12";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/30/2019";"";"";"natürliche Person (ABR951647365826)";"ABR951647365826";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL951440446326";"EEG989886924436";"";"7/29/2019";"3";"";"";"";"";""
"SEE904869160007";"PVA Templin III";"In Betrieb";"Solare Strahlungsenergie";"710,2";"635,34";"6/28/2019";"7/30/2019";"Brandenburg";"17268";"Templin";"";"";"Templin";"Flur45: 076, 078, 102, 103";"12065356";"53,107324";"13,486746";"2120";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"6/5/2020";"";"";"Suncatcher Niederspannung I GmbH";"ABR960020755888";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Mittelspannung";"SEL996389004381";"EEG944751238841";"";"6/28/2019";"710,2";"";"";"";"";""
"SEE999473802900";"PV Freifläche 1";"In Betrieb";"Solare Strahlungsenergie";"62";"50";"3/19/2019";"7/30/2019";"Sachsen";"08066";"Zwickau";"";"";"Zwickau";"1860/19";"14524250";"50,710441";"12,506875";"200";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"7/30/2019";"";"";"Zwickauer Energieversorgung GmbH";"ABR963888440682";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Zwickauer Energieversorgung GmbH (SNB925823629552)";"SNB925823629552";"Geprüft";"Mittelspannung";"SEL927387368946";"EEG975412979810";"E4031401EZR0806600027680880000001";"3/19/2019";"62";"";"";"";"";""
"SEE976115015317";"SP Greifenhain 1";"In Betrieb";"Solare Strahlungsenergie";"4954,44";"4218";"11/30/2016";"7/30/2019";"Brandenburg";"03116";"Drebkau";"";"";"Greifenhain";"Flur 1; 190/4";"12071057";"51,642542";"14,099264";"18696";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/6/2022";"";"";"Pro Solar GmbH";"ABR910180685808";"";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL930949152587";"EEG925521787172";"E41081010000000000000000000249830";"11/30/2016";"4954,44";"FFA15-1/103,";"";"";"";""
"SEE989179937020";"SP Greifenhain 2";"In Betrieb";"Solare Strahlungsenergie";"2849,28";"2432";"12/22/2016";"7/30/2019";"Brandenburg";"03116";"Drebkau";"";"";"Greifenhain";"Flur:1;190/4";"12071057";"51,641968";"14,098647";"10752";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"11/25/2020";"";"";"Pro Solar GmbH";"ABR910180685808";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL930949152587";"EEG912199293685";"E41081010000000000000000000255358";"12/22/2016";"2849,28";"FFA15-1/103,";"";"";"";""
"SEE920959526089";"Solarkraftwerk Reckahn I GmbH & Co. KG (West)";"In Betrieb";"Solare Strahlungsenergie";"12756,5";"11095";"9/28/2010";"7/30/2019";"Brandenburg";"14797";"Kloster Lehnin";"";"";"Reckahn";"Flurstück 46-80, 84-89, 91, 93, 95, 97, 99, 101";"12069249";"52,344563";"12,544488";"164600";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/19/2021";"";"";"Solarkraftwerk Reckahn I GmbH & Co. KG";"ABR902055101117";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL989456809675";"EEG935890240000";"E41860010000000000620390852700001";"9/28/2010";"12756,5";"";"";"";"";""
"SEE900525748664";"Solarkraftwerk Reckahn II GmbH & Co. KG";"In Betrieb";"Solare Strahlungsenergie";"13314,5";"10560";"9/28/2010";"7/30/2019";"Brandenburg";"14797";"Kloster Lehnin";"";"";"Reckahn";"Flurstück 280, 283, 284, 286-292, 296-298, 302-305";"12069249";"52,344491";"12,561803";"171800";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/15/2021";"";"";"Solarkraftwerk Reckahn II GmbH & Co. KG";"ABR906495678987";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL989456809675";"EEG905056267530";"E41860010000000000620390852400001";"9/28/2010";"13314,5";"";"";"";"";""
"SEE966512443240";"PV Freifläche 2";"In Betrieb";"Solare Strahlungsenergie";"93";"75";"3/19/2019";"7/30/2019";"Sachsen";"08066";"Zwickau";"";"";"Zwickau";"1860/19";"14524250";"50,710404";"12,507024";"300";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"7/30/2019";"";"";"Zwickauer Energieversorgung GmbH";"ABR963888440682";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Zwickauer Energieversorgung GmbH (SNB925823629552)";"SNB925823629552";"Geprüft";"Mittelspannung";"SEL931298054188";"EEG940574695519";"E4031401EZR0806600027681060000001";"3/19/2019";"93";"";"";"";"";""
"SEE974867035799";"Golzow 2";"In Betrieb";"Solare Strahlungsenergie";"691,6";"610,4";"7/31/2019";"7/31/2019";"Brandenburg";"15328";"Golzow";"Hauptstraße";"73";"";"";"12064172";"52,579196";"14,488269";"1976";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"5/27/2021";"";"";"ST Solarinvestitionsgesellschaft Brandenburg 5 mbH&Co. KG";"ABR982776651498";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL908413490459";"EEG992409428410";"";"7/31/2019";"691,6";"";"";"";"";""
"SEE944406177020";"PV Lindendorf a";"In Betrieb";"Solare Strahlungsenergie";"719,28";"540";"8/22/2019";"9/9/2019";"Brandenburg";"15306";"Fichtenhöhe";"";"";"Carzig Flur 1";"Flur 1: 136/1, 137";"12064130";"52,472925";"14,445497";"1944";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/23/2022";"";"";"EnBW SunInvest GmbH & Co. KG";"ABR947260383347";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE919883028301";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Mittelspannung";"SEL903979731954";"EEG927696960787";"E4186001S000000000000108955100000";"8/22/2019";"719,28";"";"";"";"";""
"SEE977036019606";"Solarpark Calbe";"In Betrieb";"Solare Strahlungsenergie";"749,55";"749,55";"7/31/2019";"7/31/2019";"Sachsen-Anhalt";"39240";"Calbe";"";"";"Calbe";"Flur11: 26/17.";"15089055";"51,932082";"11,803728";"2630";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"9/28/2021";"";"";"Schütz Energie OHG";"ABR904858553339";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL988005400233";"EEG967710078968";"";"7/31/2019";"749,55";"";"";"";"";""
"SEE968584830850";"PV Lindendorf b";"In Betrieb";"Solare Strahlungsenergie";"6153,84";"4643,1";"10/2/2019";"10/14/2019";"Brandenburg";"15306";"Lindendorf";"";"";"Libbenichen, Carzig";"Flur 1: 92; 100; 493; 653; 654 (Libbenichen); Flur 1: 137 (Carzig)";"12064290";"52,472925";"14,445497";"16632";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/23/2022";"";"";"EnBW SunInvest GmbH & Co. KG";"ABR947260383347";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE945691938969";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Mittelspannung";"SEL929340069280";"EEG901829028094";"E4186001S000000000000108955100001";"10/2/2019";"6153,84";"Gem18-1/036; SOL19-2/092,";"";"";"";""
"SEE900054722814";"PVA Kamenz Biehla";"In Betrieb";"Solare Strahlungsenergie";"3807";"3105";"11/30/2012";"7/31/2019";"Sachsen";"01917";"Kamenz";"Prietitzer Straße";"33";"";"";"14625250";"51,247538";"14,144199";"16200";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/7/2019";"";"";"ENERPARC Solar Invest 47 GmbH";"ABR926900009649";"Volleinspeisung";"";"ewag kamenz Energie und Wasserversorgung Aktiengesellschaft Kamenz (SNB934984130722)";"SNB934984130722";"Geprüft";"Mittelspannung";"SEL936376312037";"EEG914177693050";"E4124401E0000A48051179B0000000001";"11/30/2012";"3807";"";"";"";"";""
"SEE906855041437";"Forst";"In Betrieb";"Solare Strahlungsenergie";"3837";"3200";"11/30/2013";"7/31/2019";"Brandenburg";"03149";"Forst";"Badestraße";"";"";"";"12071076";"51,737049";"14,647118";"14904";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"1/7/2020";"";"";"Athos Solar 3 Verwaltungs UG (haftungsbeschränkt)";"ABR901023016019";"Volleinspeisung";"";"Netzgesellschaft Forst (Lausitz) mbH &amp; Co. KG (SNB922055731633)";"SNB922055731633";"Geprüft";"Mittelspannung";"SEL922853761825";"EEG977194553295";"E41362010000000000400391759500001";"11/30/2013";"3837";"";"";"";"";""
"SEE930023820579";"PVA. Freifläche Massen";"In Betrieb";"Solare Strahlungsenergie";"749,76";"726";"7/18/2019";"8/1/2019";"Brandenburg";"03238";"Massen";"Ernst-von-Delius-Straße";"900 y";"";"";"12062333";"51,635401";"13,729469";"2343";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"2/7/2022";"";"";"Renoc Alternative Energien GmbH";"ABR909153544488";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL960146131887";"EEG985846390662";"E41081010000000000000000000270077";"7/18/2019";"749,76";"";"";"";"";""
"SEE921128265051";"SP Grimma_1";"In Betrieb";"Solare Strahlungsenergie";"416,99";"325,85";"6/30/2010";"10/15/2019";"Sachsen";"04668";"Grimma";"Am Weinberg";"901 p";"";"";"14729160";"51,211681";"12,708865";"1836";"nachgeführt";"";"";"";"";"";"";"";"";"Freifläche";"4/29/2022";"";"";"K.D.S. Solarparks GmbH";"ABR910056399693";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom); Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL986912586958";"EEG972805294598";"E41081010000000000000000000154879";"6/30/2010";"416,99";"";"";"";"";""
"SEE909000483113";"SP Grimma_2";"In Betrieb";"Solare Strahlungsenergie";"695,5";"600";"6/30/2010";"4/30/2020";"Sachsen";"04668";"Grimma";"Am Weinberg";"9";"";"";"14729160";"51,21151";"12,708258";"3047";"";"";"";"";"";"";"";"";"";"Freifläche";"2/14/2022";"";"";"K.D.S. Solarparks GmbH";"ABR910056399693";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL986680198735";"EEG956439537627";"E41081010000000000000000000151141";"6/30/2010";"695,5";"";"";"";"";""
"SEE950225056361";"SP Grimma_3";"In Betrieb";"Solare Strahlungsenergie";"680,4";"630";"6/30/2010";"4/30/2020";"Sachsen";"04668";"Grimma";"Am Weinberg";"9";"";"";"14729160";"51,212387";"12,70722";"2710";"nachgeführt";"";"";"";"";"";"";"";"";"Freifläche";"4/29/2022";"";"";"K.D.S. Solarparks GmbH";"ABR910056399693";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL986680198735";"EEG916875414128";"E41081010000000000000000000155267";"6/30/2010";"680,4";"";"";"";"";""
"SEE901778428433";"SP Grimma_4";"In Betrieb";"Solare Strahlungsenergie";"697,82";"545,3";"6/30/2010";"4/30/2020";"Sachsen";"04668";"Grimma";"Am Weinberg";"9";"";"";"14729160";"51,212048";"12,707276";"2304";"nachgeführt";"";"";"";"";"";"";"";"";"Freifläche";"4/29/2022";"";"";"K.D.S. Solarparks GmbH";"ABR910056399693";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL986680198735";"EEG942328385851";"E41081010000000000000000000155271";"6/30/2010";"697,82";"";"";"";"";""
"SEE958671471677";"Freifeld-Kraftwerk";"In Betrieb";"Solare Strahlungsenergie";"2979,2";"2400";"12/22/2011";"8/3/2019";"Sachsen-Anhalt";"06258";"Schkopau";"";"";"Ermlitz";"Flur1:30/26, 30/27, 30/28, 30/31, 30/52, 30/53, 30/54, 30/55, 30/56, 30/58, 30/59, 30/60, 48/31, 56/29";"15088205";"51,399236";"12,171595";"37660";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"11/3/2020";"";"";"FWR BELECTRIC Mitarbeiter eG";"ABR999262557189";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL901020956097";"EEG959941817478";"E41081010000000000000000000174875";"12/22/2011";"2979,2";"";"";"";"";""
"SEE931481592695";"Haus";"In Betrieb";"Solare Strahlungsenergie";"9,45";"8,5";"8/5/2019";"8/5/2019";"Sachsen";"04316";"Leipzig";"";"";"";"";"14713000";"";"";"30";"Süd-West";"";"";"";"";"";"";"";"";"Freifläche";"9/23/2021";"";"";"natürliche Person (ABR941354810467)";"ABR941354810467";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL976459304092";"EEG937962858151";"E41081010000000000000000000299969";"8/5/2019";"9,45";"";"";"";"";""
"SEE994288152325";"Dedelow";"In Betrieb";"Solare Strahlungsenergie";"3839,4";"3200";"8/26/2011";"8/5/2019";"Brandenburg";"17291";"Prenzlau";"Basedower Straße";"18";"";"";"12073452";"53,356641";"13,791305";"17064";"Süd-West";"";"";"";"";"";"";"";"";"Freifläche";"12/2/2021";"";"";"HAMBURG ENERGIE Solar Betriebs GmbH";"ABR926109254826";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL951921368949";"EEG941286598365";"";"8/26/2011";"3839,4";"";"";"";"";""
"SEE959807938866";"Amatec PV 20 Flöha BA II";"In Betrieb";"Solare Strahlungsenergie";"749,84";"648";"8/6/2019";"8/6/2019";"Sachsen";"09557";"Flöha";"Hausdorfer Straße";"999";"";"";"14522140";"50,87448";"13,073458";"2678";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"10/20/2020";"";"";"Amatec PV 20 GmbH & Co. KG";"ABR975179075411";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL956726124714";"EEG903079311223";"E41081010000000000000000000261511";"8/6/2019";"749,84";"";"";"";"";""
"SEE950573960792";"PVA Reißig Plauen";"In Betrieb";"Solare Strahlungsenergie";"353,4";"300";"7/31/2019";"8/6/2019";"Sachsen";"08525";"Plauen";"";"";"Reißig";"10/2";"14523320";"50,525486";"12,146346";"1140";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"9/23/2019";"";"";"Sunoro I GmbH & Co. KG";"ABR933386897899";"Volleinspeisung";"";"Verteilnetz Plauen GmbH (SNB977641826996)";"SNB977641826996";"Geprüft";"Mittelspannung";"SEL908238834933";"EEG952967636689";"E41081010000000000000000000274627";"7/31/2019";"353,4";"";"";"";"";""
"SEE972040937885";"PVA Lüptitz";"In Betrieb";"Solare Strahlungsenergie";"749,89";"650";"11/27/2018";"8/7/2019";"Sachsen";"04808";"Lossatal";"";"";"Lossatal";"329 / 3";"14729245";"51,381778";"12,776202";"2542";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"2/19/2021";"";"";"VEM Neue Energie Muldental GmbH & Co. KG";"ABR928390760598";"Volleinspeisung";"SGE971165619287";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL988602807664";"EEG959138912283";"E41081010000000000000000000254628";"11/27/2018";"749,89";"";"";"";"";""
"SEE995665103053";"SPH I";"In Betrieb";"Solare Strahlungsenergie";"2483,2";"2120";"12/29/2010";"7/27/2021";"Sachsen";"02788";"Hirschfelde";"An der B 99";"2 a";"";"";"14626610";"50,929406";"14,867603";"12416";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"7/28/2021";"";"";"Solarpark Hirschfelde GmbH";"ABR949598557834";"Volleinspeisung";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"Geprüft";"Mittelspannung";"SEL939724847908";"EEG910080726991";"E41874010000000000314100629800001";"12/29/2010";"2483,2";"";"";"";"";""
"SEE902070433583";"Pritzen";"In Betrieb";"Solare Strahlungsenergie";"7995,36";"7590";"8/31/2015";"8/19/2019";"Brandenburg";"03229";"Altdöbern";"";"";"Pritzen";"Flur 7: Flurstück 186";"12066008";"51,643101";"14,11731";"23232";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"4/6/2022";"";"";"Trianel Solarpark Pritzen GmbH & Co. KG";"ABR926542044374";"Volleinspeisung";"SGE933141390030";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL930949152587";"EEG916528048113";"E41081010000000000000000000244569";"8/31/2015";"7995,36";"";"";"";"";""
"SEE919374555965";"PV-Anlage Wittenberg";"In Betrieb";"Solare Strahlungsenergie";"6593,69";"6300";"12/21/2010";"8/19/2019";"Sachsen-Anhalt";"06886";"Lutherstadt Wittenberg";"Berliner Chaussee";"901 r";"";"";"15091375";"51,543822";"12,413345";"59686";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"2/16/2021";"";"";"STAWAG Solar GmbH";"ABR999742408215";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL912669245510";"EEG901696342767";"E41081010000000000000000000140596";"12/21/2010";"6593,69";"";"";"";"";""
"SEE934336021586";"PVA-Großwudicke";"In Betrieb";"Solare Strahlungsenergie";"987,97";"987,97";"4/30/2014";"8/19/2019";"Brandenburg";"14715";"Milower Land";"Am Bahnhof";"6";"";"";"12063189";"52,589845";"12,230555";"4056";"Süd-West";"";"";"";"";"";"";"";"";"Freifläche";"3/18/2020";"";"";"PV Großwudicke  GmbH & Co KG";"ABR995409928959";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL916240629430";"EEG913684805796";"";"4/30/2014";"987,97";"";"";"";"";""
